timestamp,vus,iteration,http_req_url,http_req_method,http_req_duration,http_req_failed,http_req_status
1741734276397,2,1,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,2,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,3,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,4,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,5,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,6,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,7,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,8,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,9,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,10,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,11,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276397,2,12,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,13,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,14,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,15,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,16,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,17,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,18,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,19,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,20,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,21,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,22,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,23,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,24,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,25,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276398,2,26,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,27,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,28,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,29,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,30,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,31,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,32,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,33,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,34,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,35,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,36,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
1741734276400,2,37,https://webadmin.ridealike.com/auth/login,POST,4650.148216216218,74,FAILED
